id,name,link,immunity_condition,immunity_damage,def,hits,habitat,exp,speed,resist,saving,debility,languages,feels,skill_bonus,source,strength,dexterity,constitution,intelligence,wisdom,charisma,brief_inf
903,Дракон Края [Ender Dragon],https://dnd.su/bestiary/11849-ender-dragon/,"испуг?, очарование?",некротическая энергия,22,350 (20к20 + 140) ,,19 (22 000 опыта),"30 футов, летая 120 футов",огонь,"Тел +13, Инт +6, Мдр +8",,Драконий,"тёмное зрение? 240 футов, пассивное Восприятие 24",+6 ,«Monstrous Compendium Vol 3: Minecraft Creatures»,"[27, 8]","[14, 2]","[25, 7]","[10, 0]","[15, 2]","[19, 4]","Громадный? Дракон, хаотично-злой"
904,Древний кристаллический дракон [Ancient Crystal Dragon],https://dnd.su/bestiary/6248-ancient-crystal-dragon/,,,20,222 (12к20 + 96) ,,19 (22 000 опыта),"40 футов, летая 80 футов, лазая 40 футов, копая 40 футов","излучение, холод","Лов +7, Тел +14, Мдр +9, Хар +11",,"Общий, Драконий, Телепатия 120 фт.","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 25",+6 ,«Fizban's Treasury of Dragons»,"[25, 7]","[12, 1]","[26, 8]","[20, 5]","[16, 3]","[21, 5]","Громадный? Дракон (самоцветный), хаотично-нейтральный"
905,Древний лунный дракон [Ancient Lunar Dragon],https://dnd.su/bestiary/8770-ancient-lunar-dragon/,,холод,18,297 (17к20 + 119) ,,19 (22 000 опыта),"40 футов, летая 80 футов, копая 20 футов",,"Тел +13, Мдр +8",,Драконий,"тёмное зрение? 240 футов, пассивное Восприятие 24",+6 ,«Spelljammer: Adventures in Space»,"[27, 8]","[12, 1]","[24, 7]","[12, 1]","[15, 2]","[17, 3]","Громадный? Дракон, обычно нейтрально-злой"
906,Древний белый дракон [Ancient white dragon],https://dnd.su/bestiary/111-ancient-white-dragon/,,холод,20,333 (18к20 + 144) ,арктика,20 (25 000 опыта),"40 футов, плавая 40 футов, летая 80 футов, копая 40 футов",,"Лов +6, Тел +14, Мдр +7, Хар +8",,"Общий, Драконий","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 23",+6 ,«Monster manual»,"[26, 8]","[10, 0]","[26, 8]","[10, 0]","[13, 1]","[14, 2]","Громадный? Дракон, хаотично-злой"
907,Древний латунный дракон [Ancient brass dragon],https://dnd.su/bestiary/115-ancient-brass-dragon/,,огонь,20,297 (17к20 + 119) ,пустыня,20 (25 000 опыта),"40 футов, летая 80 футов, копая 40 футов",,"Лов +6, Тел +13, Мдр +8, Хар +10",,"Общий, Драконий","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 24",+6 ,«Monster manual»,"[27, 8]","[10, 0]","[25, 7]","[16, 3]","[15, 2]","[19, 4]","Громадный? Дракон, хаотично-добрый"
908,Древний топазный дракон [Ancient Topaz Dragon],https://dnd.su/bestiary/6283-ancient-topaz-dragon/,,,20,280 (17к20 + 102) ,,20 (25 000 опыта),"40 футов, плавая 40 футов, летая 80 футов","некротическая энергия, холод","Лов +7, Тел +12, Мдр +10, Хар +11",,"Общий, Драконий, Телепатия 120 фт.","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 26",+6 ,«Fizban's Treasury of Dragons»,"[23, 6]","[12, 1]","[23, 6]","[20, 5]","[19, 4]","[20, 5]","Громадный? Дракон (самоцветный), хаотично-нейтральный"
909,Дроу верховная мать [Drow Matron Mother],https://dnd.su/bestiary/6703-drow-matron-mother/,"отравление?, очарование?, испуг?",,17,247 (33к8 + 99) ,подземье,20 (25 000 опыта),30 футов,,"Тел +9, Мдр +11, Хар +12",,"Подземный, Эльфийский","тёмное зрение? 120 футов, пассивное Восприятие 21",+6 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[12, 1]","[18, 4]","[16, 3]","[17, 3]","[21, 5]","[22, 6]","Средний? Гуманоид (эльф, жрец), обычно нейтрально-злой"
910,Древний изумрудный дракон [Ancient Emerald Dragon],https://dnd.su/bestiary/6266-ancient-emerald-dragon/,,,20,332 (19к20 + 133) ,,21 (33 000 опыта),"40 футов, летая 80 футов, копая 30 футов","огонь, психическая энергия","Лов +8, Тел +14, Мдр +11, Хар +12",,"Общий, Драконий, Телепатия 120 фт.","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 28",+7 ,«Fizban's Treasury of Dragons»,"[25, 7]","[12, 1]","[25, 7]","[20, 5]","[17, 3]","[20, 5]","Громадный? Дракон (самоцветный), законно-нейтральный"
911,Древний луннокаменный дракон [Ancient Moonstone Dragon],https://dnd.su/bestiary/6273-ancient-moonstone-dragon/,очарование?,,20,330 (20к20 + 120) ,,21 (33 000 опыта),"40 футов, летая 80 футов",,"Инт +12, Мдр +13, Хар +15",,"Все, Телепатия 120 фт.","истинное зрение? 120 футов, пассивное Восприятие 23",+7 ,«Fizban's Treasury of Dragons»,"[22, 6]","[18, 4]","[23, 6]","[20, 5]","[22, 6]","[26, 8]","Громадный? Дракон, нейтральный"
912,Древний медный дракон [Ancient copper dragon],https://dnd.su/bestiary/123-ancient-copper-dragon/,,кислота,21,350 (20к20 + 140) ,холмы,21 (33 000 опыта),"40 футов, летая 80 футов, лазая 40 футов",,"Лов +8, Тел +14, Мдр +10, Хар +11",,"Общий, Драконий","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 27",+7 ,«Monster manual»,"[27, 8]","[12, 1]","[25, 7]","[20, 5]","[17, 3]","[19, 4]","Громадный? Дракон, хаотично-добрый"
913,Древний солнечный дракон [Ancient Solar Dragon],https://dnd.su/bestiary/8774-ancient-solar-dragon/,ослепление?,излучение,18,425 (23к20 + 184) ,,21 (33 000 опыта),"30 футов, летая 120 футов (парит)",,"Лов +9, Тел +15, Мдр +11, Хар +10",,Драконий,"тёмное зрение? 240 футов, пассивное Восприятие 28",+7 ,«Spelljammer: Adventures in Space»,"[28, 9]","[15, 2]","[26, 8]","[17, 3]","[18, 4]","[16, 3]","Громадный? Дракон, обычно нейтральный"
914,Древний чёрный дракон [Ancient black dragon],https://dnd.su/bestiary/95-ancient-black-dragon/,,кислота,22,367 (21к20 + 147) ,болото,21 (33 000 опыта),"40 футов, плавая 40 футов, летая 80 футов",,"Лов +9, Тел +14, Мдр +9, Хар +11",,"Общий, Драконий","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 26",+7 ,«Monster manual»,"[27, 8]","[14, 2]","[25, 7]","[16, 3]","[15, 2]","[19, 4]","Громадный? Дракон, хаотично-злой"
915,Джарад Вод Саво [Jarad Vod Savo],https://dnd.su/bestiary/17323-jarad-vod-savo/,"испуг?, истощение?, отравление?, очарование?, паралич?",яд,17,180 (24к8 + 72) ,,22 (41 000 опыта),30 футов,"некротическая энергия; дробящий, колющий, рубящий от немагических атак","Тел +10, Инт +12, Мдр +10",,"Общий, Краул, Эльфийский","тёмное зрение? 120 футов, пассивное Восприятие 20",+7 ,«Guildmasters' guide to Ravnica»,"[14, 2]","[16, 3]","[16, 3]","[20, 5]","[16, 3]","[15, 2]","Средняя? Нежить, нейтрально-злая, именной НИП"
916,Дракон старшего мозга [Elder Brain Dragon],https://dnd.su/bestiary/6341-elder-brain-dragon/,"испуг?, очарование?",психическая энергия,17,350 (20к20 + 140) ,,22 (41 000 опыта),"40 футов, летая 80 футов (парит)",,"Тел +14, Инт +12, Мдр +11, Хар +14",,"Глубинная речь, Драконий, Телепатия 5 миль","слепое зрение? 120 футов, пассивное Восприятие 28",+7 ,«Fizban's Treasury of Dragons»,"[27, 8]","[13, 1]","[25, 7]","[21, 5]","[19, 4]","[24, 7]","Громадная? Аберрация, законно-злая"
917,Древний бронзовый дракон [Ancient bronze dragon],https://dnd.su/bestiary/119-ancient-bronze-dragon/,,электричество,22,444 (24к20 + 192) ,побережье,22 (41 000 опыта),"40 футов, плавая 40 футов, летая 80 футов",,"Лов +7, Тел +15, Мдр +10, Хар +12",,"Общий, Драконий","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 27",+7 ,«Monster manual»,"[29, 9]","[10, 0]","[27, 8]","[18, 4]","[17, 3]","[21, 5]","Громадный? Дракон, законно-добрый"
918,Древний зеленый дракон [Ancient green dragon],https://dnd.su/bestiary/100-ancient-green-dragon/,отравление?,яд,21,385 (22к20 + 154) ,лес,22 (41 000 опыта),"40 футов, плавая 40 футов, летая 80 футов",,"Лов +8, Тел +14, Мдр +10, Хар +11",,"Общий, Драконий","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 27",+7 ,«Monster manual»,"[27, 8]","[12, 1]","[25, 7]","[20, 5]","[17, 3]","[19, 4]","Громадный? Дракон, законно-злой"
919,Древний сапфировый дракон [Ancient Sapphire Dragon],https://dnd.su/bestiary/6277-ancient-sapphire-dragon/,испуг?,,20,370 (20к20 + 160) ,,22 (41 000 опыта),"40 футов, летая 80 футов, лазая 40 футов, копая 40 футов","звук, электричество","Лов +9, Тел +15, Мдр +11, Хар +12",,"Общий, Драконий, Телепатия 120 фт.","слепое зрение? 60 футов, тёмное зрение? 120 футов, пассивное Восприятие 28",+7 ,«Fizban's Treasury of Dragons»,"[27, 8]","[14, 2]","[27, 8]","[21, 5]","[19, 4]","[20, 5]","Громадный? Дракон (самоцветный), законно-нейтральный"
920,Джуиблекс [Juiblex],https://dnd.su/bestiary/6595-juiblex/,"окаменение?, опутанность?, ослепление?, отравление?, сбивание с ног?, захват?, паралич?, очарование?, испуг?, ошеломление?, истощение?, бессознательность?","кислота, яд; дробящий, колющий, рубящий от немагических атак",18,350 (28к12 + 168) ,,23 (50 000 опыта),"30 футов, лазая 30 футов","огонь, холод, электричество","Лов +7, Тел +13, Мдр +12",,"Все, Телепатия 120 фт.","истинное зрение? 120 футов, пассивное Восприятие 22",+7 ,"«Out of the Abyss», «Mordenkainen Presents: Monsters of the Multiverse»","[24, 7]","[10, 0]","[23, 6]","[20, 5]","[20, 5]","[16, 3]","Огромное? Исчадие (Демон), хаотично-злое, именной НИП"
